ap,ep,sinip,astar,iz
2.6193,0.1523,0.2251,-0.154,0.62
2.8672,0.084,0.1703,0.205,-0.09
3.0606,0.0686,0.1672,0.103,-0.02
2.7076,0.0591,0.2274,0.152,0
2.9532,0.0847,0.18,0.014,0.1
2.9927,0.1936,0.2398,0.228,0.11
2.7006,0.1811,0.0771,-0.071,0.08
3.1616,0.1657,0.2732,0.009,0.08
3.0589,0.0964,0.1746,0.041,0.05
2.6614,0.0692,0.2272,0.175,-0.06
2.8654,0.0556,0.0802,-0.049,0.12
3.1442,0.1229,0.0917,-0.16,-0.04
2.5301,0.0394,0.072,0.134,-0.03
2.2764,0.1443,0.103,0.076,-0.14
2.4216,0.1692,0.0488,-0.004,-0.01
2.6132,0.2175,0.2226,-0.12,0
3.009,0.0723,0.1777,0.05,0.05
2.577,0.0368,0.1641,-0.129,0.06
2.7762,0.187,0.2629,0.121,-0.09
2.572,0.123,0.2615,0.13,-0.01
2.5729,0.0851,0.2578,0.148,0.05
3.0389,0.1232,0.2383,-0.138,0.05
2.994,0.0675,0.1875,0.027,0.01
3.1178,0.1228,0.1267,-0.035,0.08
2.2411,0.1437,0.0786,0.188,-0.06
2.7618,0.05,0.0909,-0.04,0.01
2.9356,0.0365,0.207,-0.062,0
3.1636,0.154,0.0239,-0.102,0.1
2.5783,0.0402,0.1568,0.085,0.04
2.5854,0.1649,0.2208,0.107,-0.01
2.3846,0.132,0.0927,0.206,-0.07
2.9732,0.0647,0.1702,0.045,0.02
2.9696,0.0946,0.1918,0.192,0.06
3.2023,0.1296,0.0992,-0.067,-0.02
2.2528,0.0426,0.1433,0.165,-0.02
2.6717,0.1249,0.2158,0.161,-0.01
2.6905,0.1659,0.2214,0.108,-0.1
2.7329,0.2522,0.1547,-0.093,0.08
2.7493,0.1647,0.1273,-0.08,0.03
3.1918,0.1106,0.2109,0.014,0.16
3.1647,0.0854,0.1705,-0.058,0.06
2.6619,0.1686,0.2014,-0.129,0.08
3.0633,0.0497,0.1427,0.067,0.04
3.1246,0.0845,0.0871,-0.071,0.12
3.1195,0.1351,0.0205,-0.067,0.02
3.1138,0.169,0.0215,-0.102,-0.06
2.927,0.0699,0.0371,0.085,-0.05
2.9128,0.0564,0.0374,0.063,0.04
2.4177,0.1998,0.0511,0.12,0.02
2.379,0.0472,0.07,0.085,0.01
2.5529,0.1414,0.2325,0.148,-0.05
3.067,0.0757,0.17,0.09,0.06
3.174,0.0593,0.1598,-0.053,0.07
3.009,0.0775,0.1709,0.094,0.01
2.6554,0.1794,0.1713,0.179,0
2.5943,0.1335,0.2404,0.112,-0.05
3.2284,0.0875,0.2342,-0.116,-0.02
2.5715,0.1319,0.2676,0.139,-0.05
2.7692,0.1261,0.1564,0.121,-0.1
2.9025,0.0583,0.1981,-0.022,0.06
2.7139,0.1611,0.2547,-0.107,0.07
2.4741,0.1222,0.0746,-0.151,0.06
2.7089,0.1865,0.0928,0.139,-0.1
2.7704,0.0433,0.0844,-0.022,0.12
2.4297,0.0572,0.0755,0.179,-0.05
3.1912,0.1395,0.0257,-0.049,0.02
2.8886,0.0799,0.0308,0.076,-0.01
2.9389,0.0899,0.0274,0.134,-0.05
2.722,0.143,0.1581,0.143,-0.02
2.6808,0.0468,0.0341,-0.031,0.05
3.0827,0.1534,0.1771,0.014,-0.02
2.2596,0.1724,0.0964,0.196,-0.11
3.0554,0.1274,0.247,-0.004,0.01
3.081,0.0695,0.1468,0.023,0.05
3.1834,0.1257,0.1736,-0.085,0.05
3.0584,0.1057,0.1632,0.156,0.05
2.7361,0.2375,0.1902,0.094,0.09
2.679,0.1498,0.2302,0.179,-0.05
3.2197,0.1585,0.236,0.054,-0.07
2.622,0.1604,0.169,-0.035,0.02
3.1876,0.0473,0.2226,-0.098,0.02
3.0828,0.1898,0.2525,-0.129,0.06
2.787,0.1957,0.1374,-0.071,0.01
2.6225,0.1314,0.2403,0.152,0
2.5613,0.1537,0.2234,0.081,-0.01
3.1214,0.147,0.2809,-0.098,0.07
3.0949,0.0543,0.2804,-0.084,0.06
2.665,0.0581,0.2016,-0.048,0.01
3.1401,0.1679,0.0794,0.081,0.14
3.17,0.0608,0.1646,-0.089,0.15
2.7828,0.1939,0.1327,-0.138,0.03
2.7505,0.093,0.0572,0.094,-0.04
2.7231,0.2539,0.1526,-0.013,0.05
2.4024,0.1779,0.0433,0.143,-0.05
3.1261,0.1661,0.0224,-0.187,-0.03
3.1209,0.1795,0.2816,0.103,-0.17
2.2332,0.1122,0.0636,0.152,-0.01
2.7395,0.1411,0.0622,0.121,-0.04
3.1372,0.0801,0.0942,0.032,0.14
2.2654,0.1478,0.0935,0.018,0
2.6843,0.1783,0.1061,0.197,0.02
2.2915,0.1902,0.16,0.183,0.04
2.7943,0.0953,0.2095,0.179,-0.01
2.6043,0.1518,0.1936,0.077,-0.04
3.0007,0.1349,0.2227,0.001,0.04
3.0312,0.1284,0.2159,-0.08,0.13
3.0199,0.0835,0.1717,0.04,0.06
2.6234,0.1625,0.2212,0.161,-0.02
3.1355,0.0467,0.1567,0.014,0.01
3.0563,0.1877,0.2331,0.13,-0.01
3.177,0.1334,0.0187,-0.08,-0.06
3.1188,0.0884,0.1966,0.019,0.19
2.878,0.0257,0.0343,0.13,0
3.2073,0.1747,0.0263,-0.111,-0.05
2.1974,0.1161,0.0561,0.174,-0.06
2.8015,0.1289,0.1579,0.09,-0.06
2.299,0.0483,0.0595,0.152,-0.06
2.4749,0.1161,0.0911,0.223,-0.35
3.0612,0.0682,0.1642,0.094,-0.04
2.7855,0.1335,0.16,0.156,-0.05
3.051,0.0761,0.1538,0.085,-0.02
2.5908,0.1548,0.2256,0.076,-0.04
2.5737,0.1372,0.2298,0.103,-0.02
2.6053,0.1588,0.2471,0.138,-0.07
2.5821,0.2891,0.2193,0.112,-0.13
2.7579,0.092,0.1236,-0.062,0.02
2.9945,0.0807,0.1798,0.018,0.01
2.9927,0.1936,0.2398,0.21,0.06
2.7938,0.082,0.0539,0.117,-0.04
3.1616,0.1657,0.2732,-0.022,0.06
3.1681,0.1922,0.033,-0.218,0
3.0589,0.0964,0.1746,0.058,0.04
2.6614,0.0692,0.2272,0.147,0.02
3.1075,0.1586,0.0232,-0.16,-0.04
2.4537,0.1032,0.1068,0.076,-0.27
2.2764,0.1443,0.103,0.112,-0.1
3.0526,0.1164,0.1591,-0.138,0.03
3.2262,0.0575,0.1578,0.013,-0.05
2.6132,0.2175,0.2226,-0.205,0.05
3.009,0.0723,0.1777,0.072,-0.01
2.5398,0.2402,0.1301,0.036,-0.08
2.577,0.0368,0.1641,-0.222,0.03
2.7762,0.187,0.2629,0.094,-0.03
3.0854,0.0602,0.1843,0.058,-0.01
2.6875,0.171,0.23,0.179,-0.06
2.6244,0.1364,0.1351,-0.093,-0.01
2.7618,0.05,0.0909,-0.08,0.12
2.8479,0.0403,0.0409,0.05,0.01
3.0512,0.1143,0.0194,-0.147,-0.06
2.3846,0.132,0.0927,0.192,-0.04
2.6917,0.2304,0.134,-0.044,0.02
3.1793,0.1293,0.1525,0.112,0.14
3.2023,0.1296,0.0992,-0.071,-0.08
2.2528,0.0426,0.1433,0.107,0.1
2.6448,0.1766,0.2238,0.085,-0.08
2.9873,0.0835,0.1878,0.085,0
2.585,0.1338,0.2307,0.121,0
2.6905,0.1659,0.2214,0.094,0.11
2.6891,0.2797,0.2642,-0.12,0.08
2.3548,0.1027,0.1171,0.183,-0.4
2.7493,0.1647,0.1273,-0.067,0.01
2.9481,0.1557,0.0515,0.018,-0.08
3.223,0.1234,0.1246,-0.013,0.12
3.052,0.152,0.2282,0.21,-0.08
3.1246,0.0845,0.0871,-0.076,0.13
2.6021,0.1387,0.2602,0.165,-0.04
3.0599,0.1531,0.0333,-0.12,-0.03
3.2045,0.2047,0.0199,-0.156,0.04
2.927,0.0699,0.0371,0.107,0.02
2.9722,0.2101,0.1038,0.086,-0.08
2.9924,0.0967,0.2051,0.019,0.16
2.9678,0.0378,0.1284,0.05,0.09
3.009,0.0775,0.1709,0.076,-0.02
2.6554,0.1794,0.1713,0.121,-0.1
2.5943,0.1335,0.2404,0.165,-0.04
3.2284,0.0875,0.2342,-0.187,0.04
2.7692,0.1261,0.1564,0.103,-0.07
2.9025,0.0583,0.1981,-0.04,0.01
2.5572,0.1635,0.1371,0.121,-0.07
2.5729,0.1744,0.1567,0.143,-0.01
2.402,0.1784,0.0662,0.076,0.03
2.7089,0.1865,0.0928,0.099,-0.11
2.7704,0.0433,0.0844,-0.013,0.06
2.306,0.1217,0.0978,0.103,-0.02
2.4297,0.0572,0.0755,0.21,-0.02
2.6088,0.1854,0.2344,0.156,0.03
2.9007,0.0368,0.0411,0.138,-0.02
3.047,0.0628,0.0273,-0.008,0.23
2.3768,0.0453,0.0638,0.165,-0.02
2.7356,0.0576,0.048,0.098,0.04
3.0956,0.1505,0.0186,-0.102,-0.08
2.6895,0.1652,0.2313,0.089,0.03
2.5622,0.1679,0.133,0.094,-0.01
2.3974,0.1688,0.0404,0.17,-0.08
3.0827,0.1534,0.1771,0.058,0.02
2.2596,0.1724,0.0964,0.085,-0.03
3.0837,0.2373,0.1066,-0.103,0.07
3.1834,0.1257,0.1736,-0.053,0.01
2.5761,0.1023,0.2511,0.183,-0.12
3.0871,0.0842,0.181,0.027,0
2.6614,0.2335,0.2346,0.121,-0.09
3.2197,0.1585,0.236,-0.062,0.04
2.5715,0.1319,0.2676,0.112,-0.04
3.1672,0.067,0.162,-0.04,0.05
3.0828,0.1898,0.2525,-0.093,0.07
2.6225,0.1314,0.2403,0.188,-0.01
3.0162,0.0776,0.1708,0.094,-0.02
2.7828,0.1939,0.1327,-0.062,0.01
3.0653,0.1321,0.1065,-0.133,0.03
2.7231,0.2539,0.1526,-0.044,0.07
2.4024,0.1779,0.0433,0.134,-0.02
3.1261,0.1661,0.0224,-0.107,-0.05
3.1209,0.1795,0.2816,0.138,-0.19
2.782,0.0496,0.0769,-0.075,-0.05
3.1372,0.0801,0.0942,0.085,0.06
2.2654,0.1478,0.0935,-0.018,-0.04
2.6843,0.1783,0.1061,0.152,0
3.0685,0.0925,0.2371,-0.089,0.04
2.7943,0.0953,0.2095,0.183,-0.01
2.6043,0.1518,0.1936,0.081,-0.02
2.3919,0.1535,0.2079,0.148,-0.03
2.6493,0.2137,0.2626,0.521,0.1
2.585,0.1338,0.2307,0.103,-0.07
3.1941,0.1005,0.2669,0.068,0.2
3.0854,0.0602,0.1843,0.121,-0.09
3.1351,0.1379,0.1942,-0.264,0
2.6289,0.0705,0.257,0.144,-0.02
2.6773,0.1556,0.2205,0.116,-0.02
2.6857,0.1653,0.2274,0.094,0.05
2.5733,0.0427,0.263,0.143,0.04
2.5979,0.14,0.2319,0.112,-0.05
3.2053,0.0886,0.2984,-0.013,0.11
2.4482,0.1055,0.2328,0.366,-0.11
2.5708,0.1743,0.2141,-0.002,0.27
2.609,0.2166,0.1958,-0.049,0.13
2.6653,0.1575,0.2195,0.388,-0.48
3.1834,0.1257,0.1736,-0.112,0.12
3.174,0.0593,0.1598,-0.013,0.01
3.1541,0.1406,0.1897,-0.129,0.04
3.017,0.0949,0.1807,0.058,0.02
2.6018,0.1388,0.2359,0.117,0
3.2205,0.0966,0.1613,-0.071,0.08
3.009,0.0775,0.1709,0.032,0.07
3.0072,0.0922,0.1773,0.053,0.02
2.6334,0.0922,0.2572,0.125,-0.07
2.3854,0.1137,0.1098,0.103,-0.21
2.3449,0.1887,0.127,-0.08,0.04
2.7419,0.2417,0.1349,-0.004,-0.01
2.2997,0.1023,0.1273,0.143,-0.16
2.9701,0.0854,0.1802,0.036,0.06
3.2064,0.1763,0.1506,-0.048,0.11
3.0891,0.1125,0.1331,-0.049,0.08
3.0554,0.1274,0.247,0.009,-0.03
3.0148,0.1373,0.1542,-0.066,0.02
2.6466,0.2871,0.201,-0.107,0.01
2.4643,0.2104,0.097,0.152,-0.04
2.6493,0.2137,0.2626,0.139,0.01
2.585,0.1338,0.2307,0.112,0.01
3.1941,0.1005,0.2669,0.077,0.2
3.0854,0.0602,0.1843,0.094,0.02
2.9025,0.0583,0.1981,0.04,0.12
3.1508,0.1216,0.2901,-0.08,0.1
2.6225,0.1314,0.2403,0.174,-0.04
2.5985,0.1259,0.2355,0.117,0
2.9481,0.1557,0.0515,0.032,-0.09
2.9557,0.0596,0.0404,0.112,0.06
2.4297,0.0572,0.0755,0.197,-0.05
3.1636,0.154,0.0239,-0.075,-0.47
3.0194,0.0628,0.0083,-0.107,-0.01
2.8479,0.0403,0.0409,0.134,-0.06
2.927,0.0699,0.0371,0.126,-0.07
2.8654,0.0556,0.0802,0.001,0.05
3.1442,0.1229,0.0917,-0.107,0
2.4177,0.1998,0.0511,0.157,-0.05
2.4349,0.0217,0.2192,0.094,0.03
2.2654,0.1478,0.0935,-0.017,-0.04
2.2596,0.1724,0.0964,0.205,-0.13
2.6843,0.1783,0.1061,0.206,-0.03
3.081,0.0695,0.1468,0.09,-0.01
3.1834,0.1257,0.1736,-0.107,-0.03
2.6289,0.0705,0.257,0.125,0
2.8503,0.1343,0.2518,-0.08,0.07
2.7692,0.1261,0.1564,0.072,-0.16
3.1616,0.1657,0.2732,-0.031,0.08
2.7959,0.1966,0.136,-0.142,0.01
3.0653,0.1321,0.1065,-0.134,-0.03
2.8886,0.0799,0.0308,0.081,-0.1
2.9389,0.0899,0.0274,0.156,-0.07
3.2227,0.1359,0.0232,-0.107,0.02
3.0956,0.1505,0.0186,-0.116,-0.03
2.5967,0.152,0.2227,0.112,-0.09
3.1272,0.1473,0.0268,-0.067,-0.04
2.2332,0.1122,0.0636,0.147,-0.08
2.6808,0.0468,0.0341,-0.066,0.05
2.9128,0.0564,0.0374,0.143,-0.08
2.7193,0.1409,0.1445,-0.107,0.07
2.67,0.1607,0.2242,0.147,-0.08
2.2494,0.0656,0.0809,0.107,-0.03
2.6773,0.1556,0.2205,0.143,-0.04
2.6857,0.1653,0.2274,0.125,-0.06
3.0871,0.0842,0.181,0.05,-0.07
2.4767,0.0853,0.234,0.143,0.02
3.0583,0.0438,0.169,0.036,-0.05
3.0788,0.027,0.1593,0.063,0.07
2.2845,0.1369,0.0681,0.157,-0.1
2.5775,0.1502,0.2462,0.085,-0.03
2.2208,0.0595,0.1257,0.263,-0.12
2.2508,0.1511,0.1091,0.192,-0.04
2.3877,0.0972,0.0945,0.178,-0.4
2.7356,0.0576,0.048,0.139,-0.1
2.6975,0.1468,0.2219,0.174,-0.16
2.5783,0.0402,0.1568,0.138,-0.07
2.9981,0.0664,0.1678,0.134,0
2.3974,0.1688,0.0404,0.187,-0.01
2.782,0.0496,0.0769,-0.08,-0.01
3.067,0.0757,0.17,0.103,-0.02
2.5733,0.0427,0.263,0.134,-0.07
2.6971,0.1397,0.2242,0.161,0.07
2.6666,0.1665,0.2012,-0.107,0.07
3.0197,0.0649,0.1757,0.027,0.07
2.64,0.1614,0.2209,0.156,-0.11
3.0646,0.0472,0.1633,0.045,-0.02
3.052,0.152,0.2282,0.206,-0.03
3.0633,0.0497,0.1427,0.054,0.07
2.7505,0.093,0.0572,0.107,-0.03
2.4024,0.1779,0.0433,0.152,-0.03
2.303,0.1149,0.0632,0.174,-0.03
3.0049,0.0793,0.1772,0.027,0.07
2.6895,0.1652,0.2313,0.148,-0.1
3.1233,0.1674,0.0238,-0.058,0.05
3.0844,0.1413,0.0399,-0.098,-0.02
2.3763,0.1857,0.0401,0.161,-0.07
2.7395,0.1411,0.0622,0.161,0.01
3.1821,0.0292,0.1825,-0.093,0.08
2.3854,0.1137,0.1098,0.094,-0.17
2.3449,0.1887,0.127,-0.066,0.03
2.5753,0.0943,0.2615,0.13,-0.04
3.2053,0.0886,0.2984,0.045,0.22
2.564,0.0876,0.2555,0.17,-0.11
2.4482,0.1055,0.2328,0.166,0
2.5708,0.1743,0.2141,0.125,0.03
2.8521,0.1115,0.1966,-0.053,0.03
2.2729,0.1509,0.1358,0.179,-0.02
2.4009,0.121,0.0524,-0.062,0.06
2.4581,0.1468,0.0546,-0.169,0.03
2.7828,0.1939,0.1327,-0.12,0.07
3.1028,0.1418,0.0333,-0.116,-0.07
2.8402,0.046,0.0379,0.089,0.04
3.0716,0.2644,0.0717,-0.089,-0.03
2.6653,0.1575,0.2195,0.103,0.13
3.0026,0.0771,0.1502,-0.102,0.03
2.7518,0.2,0.1366,-0.066,0.07
3.2099,0.111,0.2455,0.077,0.15
3.0736,0.2327,0.0545,-0.12,-0.08
2.3739,0.0441,0.0144,0.228,-0.01
2.5566,0.2458,0.0999,-0.098,0.08
3.1252,0.1297,0.1185,0.042,0.03
3.1577,0.1352,0.0155,-0.071,-0.07
3.1106,0.147,0.0296,-0.084,-0.05
2.8755,0.0457,0.0368,0.17,-0.06
2.2231,0.2281,0.0821,0.072,0.01
2.4798,0.1082,0.1056,0.134,-0.3
3.0554,0.1274,0.247,0.009,0.03
3.0148,0.1373,0.1542,-0.071,0.02
2.6466,0.2871,0.201,-0.102,0.02
3.002,0.1387,0.2806,-0.133,0.14
2.6614,0.2335,0.2346,0.138,-0.11
2.7692,0.1261,0.1564,0.13,0.03
2.7329,0.2522,0.1547,-0.062,0.06
2.3548,0.1027,0.1171,0.161,-0.36
2.7089,0.1865,0.0928,0.156,-0.1
2.6396,0.1992,0.038,0.121,-0.01
3.0599,0.1531,0.0333,-0.146,-0.06
2.8453,0.0459,0.037,0.143,0.01
3.2045,0.2047,0.0199,-0.102,0.05
2.7231,0.2539,0.1526,-0.084,0.06
3.1138,0.169,0.0215,-0.102,0.09
3.2026,0.1578,0.0214,-0.049,0.03
2.6122,0.1474,0.2211,0.17,-0.01
2.5967,0.152,0.2227,0.138,-0.03
2.2332,0.1122,0.0636,0.152,-0.02
2.9128,0.0564,0.0374,0.121,-0.08
3.1793,0.1293,0.1525,0.175,0.2
2.572,0.123,0.2615,0.148,0
2.5729,0.0851,0.2578,0.179,0.03
3.2197,0.1585,0.236,-0.102,0.11
3.0788,0.027,0.1593,0.05,0.05
2.9007,0.0368,0.0411,0.108,-0.02
3.1112,0.1396,0.0931,-0.085,0.1
2.2208,0.0595,0.1257,0.161,-0.05
3.047,0.0628,0.0273,-0.004,0.17
3.1912,0.1395,0.0257,-0.084,0.07
2.9814,0.0548,0.1658,0.005,0.07
2.9981,0.0664,0.1678,0.049,0.05
2.3974,0.1688,0.0404,0.139,-0.07
2.9678,0.0378,0.1284,0.018,0.21
3.1372,0.0801,0.0942,-0.004,0.15
3.1191,0.1504,0.0946,-0.174,0.05
2.5733,0.0427,0.263,0.125,0.09
2.6252,0.1453,0.2267,0.143,0.06
2.622,0.1604,0.169,-0.066,0.06
3.0197,0.0649,0.1757,0.085,0.01
3.1672,0.067,0.162,-0.066,-0.02
2.4767,0.0853,0.234,0.157,0.03
2.64,0.1614,0.2209,0.121,0.05
3.0646,0.0472,0.1633,0.09,0.04
2.7704,0.0433,0.0844,0,0.02
2.5794,0.0813,0.2528,0.143,-0.06
2.3768,0.0453,0.0638,0.214,-0.05
3.1798,0.2596,0.0255,-0.124,0.02
2.303,0.1149,0.0632,0.183,-0.04
3.1261,0.1661,0.0224,-0.178,0
3.1981,0.1507,0.0182,-0.116,0.07
2.9722,0.2101,0.1038,-0.031,0.06
3.1233,0.1674,0.0238,-0.12,0.06
2.2641,0.1143,0.0636,0.179,0.01
2.7395,0.1411,0.0622,0.147,-0.07
3.3993,0.0651,0.2077,-0.04,0.11
2.9696,0.0946,0.1918,0.188,0
2.9881,0.0879,0.1243,-0.049,0.06
2.5979,0.14,0.2319,0.094,-0.01
2.5708,0.1743,0.2141,0.054,-0.03
2.5641,0.1493,0.2423,0.148,-0.08
3.1701,0.0135,0.172,0.077,0.16
2.9387,0.0765,0.2172,-0.035,0.08
2.402,0.1784,0.0662,0.121,-0.04
2.6021,0.1387,0.2602,0.103,-0.05
2.4581,0.1468,0.0546,-0.169,0.01
2.6895,0.1652,0.2313,0.085,-0.03
3.1802,0.221,0.023,-0.187,0.1
2.9349,0.0603,0.0348,0.076,0.02
2.8601,0.051,0.0355,0.063,0.02
2.6732,0.18,0.0403,-0.143,0.01
2.6559,0.1554,0.2193,0.126,0
2.609,0.2166,0.1958,-0.084,0.05
2.6811,0.1577,0.2314,0.161,0.06
3.463,0.0523,0.2001,-0.021,0.13
3.1787,0.084,0.2779,-0.057,0.06
3.055,0.0686,0.172,0.018,0.03
2.5576,0.1777,0.2414,0.143,-0.09
3.17,0.0608,0.1646,-0.142,0.03
3.0736,0.2327,0.0545,-0.093,-0.04
3.1629,0.1299,0.1327,-0.049,0.05
2.9198,0.0625,0.037,0.085,0.02
2.9291,0.0473,0.0381,0.143,-0.01
2.5529,0.1414,0.2325,0.205,-0.09
2.4129,0.1666,0.049,0.219,0.02
2.296,0.1045,0.1147,-0.022,0.01
2.6321,0.1487,0.2186,0.152,-0.02
2.9907,0.0814,0.1812,0.072,0.04
2.42,0.1559,0.1269,0.174,-0.38
2.2696,0.1467,0.0958,0.21,-0.03
2.9384,0.2107,0.1782,0.059,-0.05
2.3747,0.1107,0.1268,0.076,-0.02
2.4533,0.0896,0.087,-0.08,0.04
2.9072,0.0168,0.0424,0.076,0.06
3.1567,0.1084,0.0753,0.01,0.13
2.9289,0.0899,0.0386,0.125,-0.04
2.6011,0.1625,0.2005,-0.048,0.01
2.722,0.143,0.1581,0.174,-0.04
2.4196,0.2238,0.1383,0.121,0.04
2.4474,0.1722,0.1377,0.174,-0.03
2.3416,0.2018,0.1714,-0.062,0.01
2.5853,0.1595,0.2398,0.161,-0.04
2.679,0.1498,0.2302,0.165,-0.08
3.017,0.0949,0.1807,0.094,0
3.2205,0.0966,0.1613,-0.076,0.07
3.0065,0.0632,0.169,0.041,0.02
2.6659,0.1598,0.1958,-0.169,0.1
2.4109,0.0751,0.2309,-0.089,0.06
2.582,0.239,0.2318,-0.164,-0.01
3.1466,0.1132,0.2004,-0.151,0.06
3.0627,0.0699,0.1757,0.063,0.01
2.5993,0.0771,0.2572,0.125,0.08
3.1116,0.1824,0.2396,-0.08,-0.03
3.1733,0.0522,0.1618,-0.156,0.07
2.6466,0.2871,0.201,-0.071,-0.01
2.4643,0.2104,0.097,0.13,-0.04
3.1555,0.0183,0.1537,0.21,0
3.197,0.0549,0.1583,0.028,0.13
3.0995,0.0636,0.1798,0.094,-0.01
2.7626,0.192,0.1836,0.139,-0.02
3.0072,0.0922,0.1773,0.018,-0.01
3.009,0.0775,0.1709,0.098,0
3.0065,0.0632,0.169,0.099,-0.03
3.0614,0.0868,0.1837,0.09,0.02
2.976,0.0813,0.1757,0.058,0
2.6659,0.1598,0.1958,-0.103,0.07
3.1775,0.0499,0.2416,0.058,0.02
2.3854,0.1137,0.1098,0.125,-0.18
3.2064,0.1763,0.1506,-0.022,0.07
2.3449,0.1887,0.127,-0.04,-0.01
3.0584,0.1057,0.1632,0.067,0.11
2.7419,0.2417,0.1349,-0.076,0.05
3.0627,0.0699,0.1757,0.107,0.09
2.6391,0.1373,0.2178,0.13,-0.02
3.0891,0.1125,0.1331,-0.049,0.01
3.0096,0.0863,0.1743,0.081,0.09
3.1508,0.1746,0.1817,-0.053,0.15
3.1555,0.0183,0.1537,0.228,0.02
3.197,0.0549,0.1583,0.05,0.14
3.0388,0.0514,0.197,0.121,-0.02
2.6404,0.1671,0.2421,0.121,0.1
2.6177,0.1749,0.2461,0.151,0.02
2.4783,0.1284,0.0789,0.147,-0.36
2.7275,0.0828,0.1677,0.049,0.1
3.1777,0.0237,0.22,-0.089,0.04
3.1466,0.1132,0.2004,-0.093,0.04
2.5993,0.0771,0.2572,0.121,0.02
3.1116,0.1824,0.2396,-0.133,0.04
3.0735,0.0712,0.1862,0.009,0
2.5887,0.162,0.2402,0.066,0.09
2.6177,0.1749,0.2461,0.129,0.05
3.0995,0.0636,0.1798,0.098,0.03
2.8089,0.1378,0.162,0.165,-0.03
2.7626,0.192,0.1836,0.196,0
3.0209,0.0757,0.1802,0.187,0.04
3.0226,0.0781,0.1774,0.076,0.05
2.5815,0.1357,0.2015,0.107,0.01
2.848,0.0391,0.0368,0.103,0.01
2.8331,0.049,0.0374,0.157,0.01
2.553,0.1317,0.2239,0.099,-0.01
3.1553,0.1287,0.1078,-0.125,0.11
2.5643,0.137,0.2237,0.192,0.08
3.1595,0.145,0.0825,-0.116,-0.06
3.0486,0.1783,0.1955,0.018,0.18
2.6664,0.1727,0.2019,-0.142,0.08
3.1696,0.2551,0.2459,-0.152,0.27
3.1634,0.2109,0.257,-0.084,0.03
2.5401,0.1486,0.2253,0.081,-0.03
2.6062,0.1487,0.219,0.139,-0.03
2.5974,0.1731,0.154,0.121,0.07
2.518,0.178,0.199,0.241,0.01
3.0198,0.0578,0.1767,0.005,0.05
3.1668,0.0983,0.2804,-0.071,0.15
3.15,0.1993,0.2564,-0.187,0.09
2.7639,0.2653,0.1598,-0.04,0.14
3.2176,0.0877,0.1922,-0.115,0.08
3.1398,0.1705,0.0226,-0.107,0.01
2.728,0.1821,0.1306,-0.049,0.04
2.758,0.0356,0.0844,-0.044,0.06
2.5921,0.141,0.243,0.174,-0.04
2.3482,0.1255,0.1114,0.21,-0.06
3.104,0.107,0.2309,0.068,-0.06
3.0977,0.0935,0.1529,0.116,0.08
2.9413,0.1587,0.2263,0.134,-0.1
2.673,0.1463,0.2175,0.09,-0.09
2.3446,0.1305,0.1117,0.156,-0.53
2.3506,0.2261,0.1437,-0.15,0.01
2.8433,0.0428,0.0367,0.116,-0.06
2.8852,0.0451,0.0394,0.054,-0.04
2.3979,0.1669,0.035,0.174,-0.06
3.1678,0.0664,0.1596,-0.084,0.12
3.0059,0.0649,0.185,0.054,0.04
2.5336,0.0792,0.2549,0.005,0.17
3.1803,0.1607,0.0261,-0.16,0.08
2.7657,0.0428,0.1033,0.255,-0.01
2.7009,0.1456,0.2244,0.143,0.03
2.2389,0.1477,0.1272,0.117,0.01
2.5774,0.1454,0.164,0.121,0.05
2.9986,0.0723,0.1748,0.001,0.04
2.5838,0.2309,0.2067,0.148,-0.12
2.8936,0.0453,0.0367,0.094,-0.02
2.982,0.0648,0.1518,0.13,0.03
3.1376,0.1246,0.0913,-0.098,0.15
3.1835,0.089,0.1855,-0.097,0.1
3.1357,0.1075,0.0913,-0.111,0.12
2.3966,0.063,0.1189,0.059,0.19
2.2617,0.1664,0.1372,0.152,0.02
2.5885,0.1451,0.2197,0.112,0
2.9532,0.0847,0.18,0.067,0.11
2.7692,0.1261,0.1564,0.116,-0.02
2.369,0.0661,0.1309,0.099,-0.24
2.3497,0.1662,0.0561,-0.062,0.06
2.5775,0.1502,0.2462,0.09,-0.01
2.8453,0.0459,0.037,0.068,0
2.6975,0.1468,0.2219,0.134,-0.07
3.1138,0.169,0.0215,-0.102,-0.01
2.9814,0.0548,0.1658,0.076,0.01
3.2026,0.1578,0.0214,-0.089,0.04
2.8654,0.0556,0.0802,-0.044,0.03
3.1442,0.1229,0.0917,-0.12,0.01
2.9128,0.0564,0.0374,0.21,-0.38
2.6847,0.0597,0.0578,0.103,0.05
2.9981,0.0664,0.1678,0.036,0
2.2494,0.0656,0.0809,0.148,-0.07
3.1793,0.1293,0.1525,0.152,0.09
3.0871,0.0842,0.181,0.116,-1.46
2.6889,0.135,0.2305,0.117,-0.03
2.64,0.1614,0.2209,0.121,-0.01
3.1616,0.1657,0.2732,-0.017,0.05
2.9765,0.0329,0.1596,0.116,0.03
3.0375,0.0711,0.1851,-0.017,0.08
3.1112,0.1396,0.0931,-0.142,0.02
3.1912,0.1395,0.0257,-0.098,0.07
2.2641,0.1143,0.0636,0.143,-0.05
2.379,0.0472,0.07,0.152,0.02
3.3993,0.0651,0.2077,-0.022,0.14
2.6666,0.1665,0.2012,-0.142,0.07
